algorithm;field_size;file_name;number_of_fields;number_of_observations;number_of_observations_smote;tuple_size;number_of_folds;avg_accuracy;list_accuracies
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;2;10;0.8161784287616511;[0.8315579227696405, 0.8342210386151797, 0.8475366178428761, 0.844207723035952, 0.8189081225033289, 0.8275632490013316, 0.7556591211717709, 0.7283621837549934, 0.7423435419440746, 0.9314247669773635];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;3;10;0.8619174434087883;[0.8195739014647138, 0.8475366178428761, 0.8535286284953395, 0.8362183754993342, 0.818242343541944, 0.8601864181091877, 0.8368841544607191, 0.8848202396804261, 0.9374167776298269, 0.9247669773635153];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;4;10;0.8765645805592543;[0.8328894806924101, 0.8415446071904128, 0.8448735019973369, 0.8435419440745673, 0.8302263648468708, 0.8601864181091877, 0.9494007989347537, 0.918774966711052, 0.8901464713715047, 0.9540612516644474];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;5;10;0.8870173102529959;[0.8308921438082557, 0.8455392809587217, 0.8355525965379494, 0.8415446071904128, 0.8215712383488681, 0.8628495339547271, 0.9693741677762983, 0.9447403462050599, 0.9593874833555259, 0.9587217043941412];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;6;10;0.8932756324900133;[0.8275632490013316, 0.8402130492676432, 0.859520639147803, 0.855525965379494, 0.8288948069241012, 0.8575233022636485, 0.96271637816245, 0.9786950732356857, 0.9747003994673769, 0.9474034620505992];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;7;10;0.9081225033288949;[0.8615179760319573, 0.8641810918774967, 0.8521970705725699, 0.8628495339547271, 0.8501997336884154, 0.8661784287616512, 0.9713715046604527, 0.9826897470039947, 0.9813581890812251, 0.988681757656458];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;8;10;0.9091877496671105;[0.8601864181091877, 0.8601864181091877, 0.8688415446071904, 0.8621837549933422, 0.8468708388814914, 0.8768308921438083, 0.974034620505992, 0.9953395472703063, 0.978029294274301, 0.9693741677762983];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;9;10;0.9192410119840215;[0.8661784287616512, 0.8754993342210386, 0.8861517976031957, 0.8628495339547271, 0.8581890812250332, 0.8854860186418109, 0.9773635153129161, 0.992676431424767, 0.9940079893475366, 0.9940079893475366];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;10;10;0.923901464713715;[0.8681757656458056, 0.8794940079893475, 0.8908122503328895, 0.8841544607190412, 0.8608521970705726, 0.8861517976031957, 0.992676431424767, 0.9940079893475366, 0.996005326231691, 0.9866844207723036];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;11;10;0.9327563249001333;[0.8808255659121171, 0.8921438082556591, 0.8988015978695073, 0.8994673768308922, 0.8894806924101198, 0.8934753661784287, 0.9920106524633822, 0.992676431424767, 0.9906790945406125, 0.9980026631158455];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;12;10;0.9332223701731026;[0.8874833555259654, 0.9007989347536618, 0.8948069241011984, 0.8988015978695073, 0.8854860186418109, 0.8948069241011984, 0.9913448735019973, 0.9920106524633822, 0.9940079893475366, 0.992676431424767];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;13;10;0.9400133155792277;[0.8948069241011984, 0.892809587217044, 0.9101198402130493, 0.9107856191744341, 0.8968042609853528, 0.9127829560585885, 0.9966711051930759, 0.9953395472703063, 0.9946737683089214, 0.9953395472703063];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;14;10;0.9434087882822902;[0.8914780292942743, 0.9067909454061251, 0.9221038615179761, 0.9174434087882823, 0.8948069241011984, 0.9167776298268975, 0.9980026631158455, 0.9973368841544608, 0.9946737683089214, 0.9946737683089214];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;15;10;0.9461384820239681;[0.9087882822902796, 0.9134487350199734, 0.9167776298268975, 0.918774966711052, 0.9041278295605859, 0.9114513981358189, 0.9966711051930759, 0.9993342210386151, 0.9966711051930759, 0.9953395472703063];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;16;10;0.9488681757656456;[0.9001331557922769, 0.9201065246338216, 0.9221038615179761, 0.9274300932090546, 0.9067909454061251, 0.929427430093209, 0.9973368841544608, 0.9946737683089214, 0.9946737683089214, 0.996005326231691];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;17;10;0.951797603195739;[0.9114513981358189, 0.9241011984021305, 0.9227696404793608, 0.9260985352862849, 0.9161118508655126, 0.9287616511318242, 0.9953395472703063, 0.9986684420772304, 0.9980026631158455, 0.9966711051930759];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;18;10;0.9577896138482025;[0.9227696404793608, 0.9360852197070573, 0.936750998668442, 0.9274300932090546, 0.9227696404793608, 0.936750998668442, 1.0, 0.9986684420772304, 0.9993342210386151, 0.9973368841544608];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;19;10;0.9593874833555258;[0.9280958721704394, 0.9327563249001332, 0.9454061251664447, 0.9320905459387483, 0.9274300932090546, 0.9327563249001332, 1.0, 0.9986684420772304, 0.9993342210386151, 0.9973368841544608];
wisard;50;compact_Music_The_Arts_50.pickle;1.14;8847;15024;20;10;0.9591877496671106;[0.9327563249001332, 0.9347536617842876, 0.9374167776298269, 0.9347536617842876, 0.9227696404793608, 0.9400798934753661, 0.9986684420772304, 0.9946737683089214, 0.9986684420772304, 0.9973368841544608];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;2;10;0.8288353413654619;[0.8080321285140563, 0.8008032128514057, 0.7911646586345381, 0.7791164658634538, 0.8152610441767069, 0.7911646586345381, 0.8803212851405623, 0.8955823293172691, 0.8987951807228916, 0.8281124497991967];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;3;10;0.8526907630522089;[0.8160642570281125, 0.8, 0.7967871485943775, 0.7751004016064257, 0.7991967871485943, 0.7967871485943775, 0.9325301204819277, 0.9044176706827309, 0.9566265060240964, 0.9493975903614458];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;4;10;0.8616064257028112;[0.8144578313253013, 0.8048192771084337, 0.8080321285140563, 0.7831325301204819, 0.8032128514056225, 0.7991967871485943, 0.9261044176706827, 0.957429718875502, 0.9614457831325302, 0.9582329317269076];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;5;10;0.865140562248996;[0.8120481927710843, 0.7983935742971887, 0.8168674698795181, 0.7694779116465863, 0.8257028112449799, 0.7991967871485943, 0.9293172690763052, 0.9646586345381526, 0.9734939759036144, 0.9622489959839358];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;6;10;0.8735742971887552;[0.8273092369477911, 0.7943775100401607, 0.7967871485943775, 0.7919678714859437, 0.8224899598393575, 0.8200803212851405, 0.9518072289156626, 0.9662650602409638, 0.9823293172690764, 0.9823293172690764];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;7;10;0.8837751004016065;[0.8417670682730923, 0.8144578313253013, 0.8321285140562249, 0.8032128514056225, 0.8321285140562249, 0.8120481927710843, 0.970281124497992, 0.9726907630522088, 0.97429718875502, 0.9847389558232932];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;8;10;0.8926104417670684;[0.8554216867469879, 0.8321285140562249, 0.8441767068273093, 0.8120481927710843, 0.8417670682730923, 0.8361445783132531, 0.9670682730923694, 0.976706827309237, 0.9726907630522088, 0.9879518072289156];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;9;10;0.9010441767068273;[0.8658634538152611, 0.8449799196787149, 0.8489959839357429, 0.8112449799196787, 0.8570281124497992, 0.8369477911646587, 0.9751004016064257, 0.993574297188755, 0.989558232931727, 0.98714859437751];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;10;10;0.9076305220883534;[0.8730923694779117, 0.8489959839357429, 0.8650602409638555, 0.8409638554216867, 0.8690763052208835, 0.8489959839357429, 0.9686746987951808, 0.9903614457831326, 0.983132530120482, 0.9879518072289156];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;11;10;0.9142168674698794;[0.8722891566265061, 0.8642570281124498, 0.8554216867469879, 0.8481927710843373, 0.8843373493975903, 0.8682730923694779, 0.9759036144578314, 0.9879518072289156, 0.9927710843373494, 0.9927710843373494];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;12;10;0.9195180722891566;[0.8835341365461847, 0.8650602409638555, 0.8763052208835341, 0.8658634538152611, 0.8795180722891566, 0.8634538152610441, 0.97429718875502, 0.9951807228915662, 0.9991967871485944, 0.9927710843373494];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;13;10;0.9235341365461848;[0.8955823293172691, 0.8626506024096385, 0.8827309236947791, 0.8538152610441767, 0.8835341365461847, 0.878714859437751, 0.9879518072289156, 0.9959839357429718, 1.0, 0.9943775100401606];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;14;10;0.9283534136546185;[0.8883534136546185, 0.878714859437751, 0.8891566265060241, 0.8771084337349397, 0.9020080321285141, 0.8779116465863454, 0.9815261044176706, 0.9975903614457832, 0.9943775100401606, 0.9967871485943776];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;15;10;0.931004016064257;[0.8899598393574297, 0.8891566265060241, 0.8899598393574297, 0.8763052208835341, 0.9020080321285141, 0.8891566265060241, 0.9839357429718876, 0.9951807228915662, 0.9983935742971888, 0.9959839357429718];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;16;10;0.9329317269076306;[0.9052208835341365, 0.8835341365461847, 0.9004016064257028, 0.8738955823293173, 0.8995983935742972, 0.8891566265060241, 0.983132530120482, 0.9959839357429718, 1.0, 0.9983935742971888];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;17;10;0.9359036144578313;[0.9076305220883534, 0.8931726907630522, 0.9004016064257028, 0.8779116465863454, 0.8955823293172691, 0.9036144578313253, 0.98714859437751, 0.9967871485943776, 0.9975903614457832, 0.9991967871485944];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;18;10;0.9427309236947792;[0.9301204819277108, 0.8939759036144578, 0.9044176706827309, 0.891566265060241, 0.9132530120481928, 0.914859437751004, 0.9847389558232932, 0.9967871485943776, 0.9983935742971888, 0.9991967871485944];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;19;10;0.9383132530120483;[0.9068273092369478, 0.8907630522088353, 0.9060240963855422, 0.891566265060241, 0.8947791164658635, 0.9124497991967871, 0.9839357429718876, 1.0, 0.9983935742971888, 0.9983935742971888];
wisard;50;compact_Special_Needs_50.pickle;1.14;7685;12452;20;10;0.943132530120482;[0.9253012048192771, 0.9068273092369478, 0.9076305220883534, 0.8995983935742972, 0.8995983935742972, 0.9124497991967871, 0.9855421686746988, 0.9975903614457832, 0.9975903614457832, 0.9991967871485944];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;2;10;0.8886138613861385;[0.9381188118811881, 0.9133663366336634, 0.9628712871287128, 0.9306930693069307, 0.9356435643564357, 0.8217821782178217, 0.8638613861386139, 0.8267326732673267, 0.7920792079207921, 0.900990099009901];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;3;10;0.9282178217821782;[0.9504950495049505, 0.9381188118811881, 0.9727722772277227, 0.9455445544554455, 0.9405940594059405, 0.9084158415841584, 0.8910891089108911, 0.9108910891089109, 0.9034653465346535, 0.9207920792079208];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;4;10;0.9544554455445542;[0.9504950495049505, 0.948019801980198, 0.9752475247524752, 0.9405940594059405, 0.943069306930693, 0.9554455445544554, 0.9603960396039604, 0.9628712871287128, 0.943069306930693, 0.9653465346534653];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;5;10;0.9626237623762375;[0.9603960396039604, 0.9628712871287128, 0.9727722772277227, 0.9603960396039604, 0.9603960396039604, 0.9603960396039604, 0.9727722772277227, 0.9727722772277227, 0.9529702970297029, 0.9504950495049505];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;6;10;0.9693069306930694;[0.9554455445544554, 0.9653465346534653, 0.9777227722772277, 0.9579207920792079, 0.9579207920792079, 0.9603960396039604, 0.9702970297029703, 0.9876237623762376, 0.9777227722772277, 0.9826732673267327];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;7;10;0.9732673267326731;[0.9603960396039604, 0.9504950495049505, 0.9851485148514851, 0.9554455445544554, 0.9579207920792079, 0.9702970297029703, 0.9925742574257426, 0.9900990099009901, 0.9851485148514851, 0.9851485148514851];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;8;10;0.9762376237623762;[0.9702970297029703, 0.9752475247524752, 0.9826732673267327, 0.9579207920792079, 0.9603960396039604, 0.9752475247524752, 0.9851485148514851, 0.995049504950495, 0.9801980198019802, 0.9801980198019802];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;9;10;0.9824257425742576;[0.9752475247524752, 0.9678217821782178, 0.9851485148514851, 0.9678217821782178, 0.9628712871287128, 0.9876237623762376, 1.0, 0.9975247524752475, 0.9900990099009901, 0.9900990099009901];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;10;10;0.9876237623762376;[0.9752475247524752, 0.9801980198019802, 0.9900990099009901, 0.9826732673267327, 0.9752475247524752, 0.9900990099009901, 0.995049504950495, 1.0, 0.995049504950495, 0.9925742574257426];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;11;10;0.9888613861386139;[0.9801980198019802, 0.9727722772277227, 0.9900990099009901, 0.9826732673267327, 0.9826732673267327, 0.9900990099009901, 0.9975247524752475, 0.9975247524752475, 1.0, 0.995049504950495];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;12;10;0.9886138613861386;[0.9727722772277227, 0.9801980198019802, 0.9900990099009901, 0.9777227722772277, 0.9801980198019802, 0.9900990099009901, 0.995049504950495, 1.0, 1.0, 1.0];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;13;10;0.9913366336633663;[0.9876237623762376, 0.9801980198019802, 1.0, 0.9900990099009901, 0.9826732673267327, 0.9851485148514851, 1.0, 0.9975247524752475, 0.9925742574257426, 0.9975247524752475];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;14;10;0.9913366336633663;[0.9900990099009901, 0.9826732673267327, 0.9876237623762376, 0.9826732673267327, 0.9851485148514851, 0.9900990099009901, 0.995049504950495, 1.0, 1.0, 1.0];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;15;10;0.9915841584158415;[0.9851485148514851, 0.9826732673267327, 0.9851485148514851, 0.9851485148514851, 0.9876237623762376, 0.9900990099009901, 1.0, 1.0, 1.0, 1.0];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;16;10;0.9925742574257426;[0.9851485148514851, 0.9826732673267327, 0.9925742574257426, 0.9851485148514851, 0.9876237623762376, 0.995049504950495, 1.0, 1.0, 0.9975247524752475, 1.0];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;17;10;0.9938118811881187;[0.9876237623762376, 0.9826732673267327, 0.9925742574257426, 0.9900990099009901, 0.9900990099009901, 0.995049504950495, 1.0, 1.0, 1.0, 1.0];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;18;10;0.993069306930693;[0.9826732673267327, 0.9900990099009901, 0.9925742574257426, 0.9900990099009901, 0.9826732673267327, 0.9925742574257426, 1.0, 1.0, 1.0, 1.0];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;19;10;0.9923267326732674;[0.9851485148514851, 0.9900990099009901, 0.9851485148514851, 0.9801980198019802, 0.9925742574257426, 0.9900990099009901, 1.0, 1.0, 1.0, 1.0];
wisard;50;compact_Warmth_Care_Hunger_50.pickle;1.14;2191;4040;20;10;0.9923267326732674;[0.9876237623762376, 0.9876237623762376, 0.9876237623762376, 0.9900990099009901, 0.9801980198019802, 0.9900990099009901, 1.0, 1.0, 1.0, 1.0];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;2;10;0.8614104882459312;[0.8245931283905967, 0.8245931283905967, 0.8188065099457504, 0.8202531645569621, 0.8151898734177215, 0.810126582278481, 0.8980108499095841, 0.9414104882459313, 0.9157323688969259, 0.9453887884267631];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;3;10;0.8713200723327306;[0.8180831826401447, 0.8130198915009041, 0.8155515370705244, 0.8202531645569621, 0.8090415913200724, 0.806871609403255, 0.9605786618444846, 0.9500904159132008, 0.9518987341772152, 0.9678119349005425];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;4;10;0.8786980108499096;[0.8227848101265823, 0.8159132007233273, 0.8224231464737793, 0.8184448462929476, 0.8137432188065099, 0.8104882459312839, 0.9616636528028933, 0.9869801084990958, 0.9641952983725136, 0.9703435804701628];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;5;10;0.8860397830018083;[0.8264014466546112, 0.8285714285714286, 0.820614828209765, 0.8253164556962025, 0.8155515370705244, 0.8119349005424955, 0.9754068716094032, 0.9840867992766726, 0.9891500904159132, 0.9833634719710669];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;6;10;0.8931283905967451;[0.8350813743218807, 0.8452079566003616, 0.8329113924050633, 0.8358047016274864, 0.8245931283905967, 0.8296564195298373, 0.9717902350813743, 0.98625678119349, 0.9811934900542495, 0.9887884267631103];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;7;10;0.898878842676311;[0.8499095840867993, 0.8452079566003616, 0.8419529837251356, 0.8484629294755877, 0.8383363471971067, 0.823869801084991, 0.976491862567812, 0.9898734177215189, 0.9898734177215189, 0.9848101265822785];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;8;10;0.9053164556962023;[0.8571428571428571, 0.8553345388788427, 0.8531645569620253, 0.854249547920434, 0.8379746835443038, 0.8358047016274864, 0.9804701627486437, 0.9956600361663652, 0.9920433996383363, 0.9913200723327306];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;9;10;0.911754068716094;[0.8593128390596745, 0.8658227848101265, 0.8614828209764919, 0.8596745027124774, 0.8531645569620253, 0.8531645569620253, 0.9808318264014466, 0.9974683544303797, 0.9931283905967451, 0.993490054249548];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;10;10;0.9192766726943942;[0.874502712477396, 0.8737793851717902, 0.8665461121157324, 0.8806509945750453, 0.864376130198915, 0.864376130198915, 0.9822784810126582, 0.9971066907775769, 0.9938517179023508, 0.9952983725135623];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;11;10;0.9248101265822785;[0.8886075949367088, 0.8878842676311031, 0.8792043399638336, 0.8752260397830018, 0.8708860759493671, 0.864376130198915, 0.9848101265822785, 0.9989150090415914, 0.9989150090415914, 0.9992766726943942];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;12;10;0.9328390596745028;[0.8998191681735985, 0.8940325497287522, 0.8900542495479205, 0.8972875226039783, 0.884629294755877, 0.8842676311030742, 0.9855334538878843, 0.9978300180831826, 0.9963833634719711, 0.9985533453887884];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;13;10;0.936745027124774;[0.9027124773960217, 0.9045207956600362, 0.8980108499095841, 0.8987341772151899, 0.8943942133815551, 0.8860759493670886, 0.98625678119349, 0.9989150090415914, 0.9981916817359855, 0.9996383363471971];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;14;10;0.9420614828209765;[0.9164556962025316, 0.9113924050632911, 0.9037974683544304, 0.9092224231464738, 0.8980108499095841, 0.8940325497287522, 0.9891500904159132, 0.9996383363471971, 1.0, 0.9989150090415914];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;15;10;0.9473056057866185;[0.9226039783001808, 0.9204339963833634, 0.9124773960216999, 0.918625678119349, 0.9074141048824593, 0.9045207956600362, 0.9887884267631103, 0.9989150090415914, 0.9996383363471971, 0.9996383363471971];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;16;10;0.9513200723327305;[0.9312839059674503, 0.9262206148282097, 0.9150090415913201, 0.9251356238698011, 0.918625678119349, 0.9099457504520796, 0.9873417721518988, 0.9996383363471971, 1.0, 1.0];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;17;10;0.9545750452079567;[0.9359855334538879, 0.9301989150090416, 0.9265822784810127, 0.9251356238698011, 0.9168173598553345, 0.9218806509945751, 0.9898734177215189, 0.9996383363471971, 0.9996383363471971, 1.0];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;18;10;0.9578300180831828;[0.9385171790235082, 0.9352622061482821, 0.9301989150090416, 0.9377938517179023, 0.9258589511754068, 0.9222423146473779, 0.9891500904159132, 0.9992766726943942, 1.0, 1.0];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;19;10;0.9603254972875227;[0.9421338155515371, 0.9399638336347197, 0.9334538878842676, 0.9385171790235082, 0.9298372513562387, 0.9305605786618445, 0.9891500904159132, 0.9996383363471971, 1.0, 1.0];
wisard;100;compact_Applied_Learning_100.pickle;1.07;16811;27654;20;10;0.9621699819168172;[0.9446654611211573, 0.9385171790235082, 0.9349005424954792, 0.9428571428571428, 0.9349005424954792, 0.9359855334538879, 0.9905967450271248, 0.9996383363471971, 0.9996383363471971, 1.0];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;2;10;0.8776030368763557;[0.8449023861171366, 0.8421908893709328, 0.8373101952277657, 0.8381236442516269, 0.835412147505423, 0.8457158351409978, 0.954175704989154, 0.9273318872017353, 0.9341106290672451, 0.9167570498915402];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;3;10;0.8860900216919738;[0.846529284164859, 0.8400216919739696, 0.8378524945770065, 0.8386659436008677, 0.8310737527114967, 0.8419197396963124, 0.9511930585683297, 0.9625813449023861, 0.9736984815618221, 0.9373644251626898];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;4;10;0.8932483731019524;[0.8470715835140998, 0.8373101952277657, 0.8397505422993492, 0.8421908893709328, 0.8370390455531453, 0.8481561822125814, 0.9720715835140998, 0.9709869848156182, 0.9840021691973969, 0.9539045553145337];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;5;10;0.8962581344902386;[0.8533080260303688, 0.8438177874186551, 0.84029284164859, 0.8411062906724512, 0.8364967462039046, 0.8489696312364425, 0.9831887201735358, 0.9769522776572668, 0.9647505422993492, 0.9736984815618221];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;6;10;0.9061279826464208;[0.8595444685466378, 0.8535791757049892, 0.8446312364425163, 0.8511388286334056, 0.8413774403470716, 0.8579175704989154, 0.9867136659436009, 0.9913232104121475, 0.9894251626898047, 0.9856290672451193];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;7;10;0.9116323210412147;[0.8606290672451193, 0.8587310195227765, 0.8573752711496746, 0.857646420824295, 0.8530368763557483, 0.8706616052060737, 0.9905097613882863, 0.9872559652928417, 0.9883405639913232, 0.9921366594360087];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;8;10;0.9142624728850326;[0.8663232104121475, 0.8657809110629068, 0.8668655097613883, 0.8609002169197397, 0.8579175704989154, 0.8712039045553145, 0.9929501084598699, 0.9837310195227765, 0.9934924078091106, 0.9834598698481561];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;9;10;0.9221529284164861;[0.8782537960954447, 0.8709327548806941, 0.8714750542299349, 0.8728308026030369, 0.8679501084598699, 0.8785249457700651, 0.9967462039045553, 0.9967462039045553, 0.9932212581344902, 0.9948481561822126];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;10;10;0.9265726681127984;[0.8801518438177874, 0.8809652928416486, 0.8836767895878525, 0.8766268980477223, 0.8793383947939263, 0.8850325379609545, 0.993763557483731, 0.9983731019522777, 0.9964750542299349, 0.9913232104121475];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;11;10;0.9315618221258134;[0.8934381778741866, 0.8858459869848156, 0.8947939262472885, 0.8904555314533622, 0.8760845986984815, 0.8890997830802603, 0.9972885032537961, 0.9953904555314533, 0.9964750542299349, 0.9967462039045553];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;12;10;0.9368492407809113;[0.9002169197396963, 0.8988611713665944, 0.8953362255965293, 0.8988611713665944, 0.8872017353579176, 0.8977765726681128, 0.9981019522776573, 0.9981019522776573, 0.9972885032537961, 0.9967462039045553];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;13;10;0.9409164859002168;[0.9091648590021691, 0.9037418655097614, 0.9059110629067245, 0.9023861171366594, 0.8972342733188721, 0.9007592190889371, 0.9959327548806941, 0.9986442516268981, 0.9975596529284165, 0.9978308026030369];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;14;10;0.9447396963123644;[0.9148590021691974, 0.9156724511930586, 0.9072668112798264, 0.9069956616052061, 0.904826464208243, 0.9072668112798264, 0.9975596529284165, 0.9981019522776573, 0.9991865509761388, 0.9956616052060737];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;15;10;0.9478850325379609;[0.9162147505422994, 0.9135032537960954, 0.9178416485900217, 0.9151301518438177, 0.9126898047722343, 0.9094360086767896, 0.9994577006507592, 0.9967462039045553, 0.9997288503253796, 0.9981019522776573];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;16;10;0.9540672451193059;[0.925704989154013, 0.9205531453362256, 0.9224511930585684, 0.9316702819956616, 0.919468546637744, 0.9235357917570499, 0.9994577006507592, 1.0, 0.9989154013015185, 0.9989154013015185];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;17;10;0.9579718004338394;[0.9273318872017353, 0.9322125813449024, 0.9303145336225597, 0.9330260303687635, 0.9324837310195228, 0.9273318872017353, 0.9989154013015185, 0.9997288503253796, 0.9991865509761388, 0.9991865509761388];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;18;10;0.9605748373101953;[0.9341106290672451, 0.9351952277657267, 0.9392624728850325, 0.9354663774403471, 0.9311279826464208, 0.9322125813449024, 0.9991865509761388, 0.9997288503253796, 1.0, 0.9994577006507592];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;19;10;0.963937093275488;[0.943058568329718, 0.9436008676789588, 0.9360086767895879, 0.938177874186551, 0.9417028199566161, 0.938177874186551, 1.0, 0.9994577006507592, 0.9991865509761388, 1.0];
wisard;100;compact_Health_Sports_100.pickle;1.07;21754;36884;20;10;0.966675704989154;[0.9452277657266811, 0.9487527114967462, 0.9417028199566161, 0.9427874186550976, 0.9457700650759219, 0.9436008676789588, 0.9997288503253796, 1.0, 0.9994577006507592, 0.9997288503253796];
wisard;100;compact_History_Civics_100.pickle;1.07;6925;11756;2;10;0.8828085106382979;[0.8587234042553191, 0.8374468085106384, 0.8468085106382979, 0.857872340425532, 0.8561702127659574, 0.8621276595744681, 0.9446808510638298, 0.9131914893617021, 0.9378723404255319, 0.9131914893617021];
